_lr_multiplier,_max_act,_mean_discrew,PolicyEntropy,ExplainedVarNew,Beta,KL,_mean_adv,_max_adv,_std_act,_std_discrew,_std_obs,_max_obs,_min_obs,_std_adv,PolicyLoss,ExplainedVarOld,Steps,ValFuncLoss,_min_act,_Episode,_max_discrew,_mean_act,_min_discrew,_min_adv,_mean_obs,_MeanReward
1.0,1.9554137,0.0978277030088272,2.760603,0.17758427995968573,1.5,0.012513079,0.0,2.923457801779895,0.3679696,0.01766894479615382,0.04210555426894463,0.9860162868042596,-1.255944865094583,0.9999898414795898,-0.022502884,-3.429585371456085,417,0.016411349698713128,-2.0942373,20,0.5263268910519048,-0.024334818,-0.0015367177104775483,-1.5226524128211005,-0.015494699778674615,21.379089594433392
1.0,2.0899215,0.1265116074999115,2.7680616,0.2889197513709938,2.25,0.009111907,-6.45947941600091e-17,2.996675159965927,0.40041685,0.01659894880140211,0.052777989103489346,1.140447384139114,-1.10719700439214,0.9999856974597713,-0.019364795,-0.413024837196887,550,0.01180453400816945,-1.98745,40,0.45489846989951854,0.02014501,-0.00022575918915050057,-2.6375012810541403,0.025033200724687996,30.723185721445645
