ExplainedVarOld,_mean_obs,_max_act,KL,_Episode,PolicyLoss,ExplainedVarNew,Beta,_mean_act,_min_adv,_std_act,_MeanReward,_std_obs,_max_discrew,_std_discrew,_min_act,_mean_discrew,_max_obs,_mean_adv,ValFuncLoss,_min_discrew,_std_adv,_min_obs,_lr_multiplier,_max_adv,PolicyEntropy,Steps
0.1202755903730397,0.01849997436722994,2.633301,0.0261125,20,-0.16850723,0.6660592583411675,1.5,0.014423529,-3.7989947594378086,0.41167125,107.31808372714332,19.223313388025026,0.7323731479706436,0.028927133031266858,-2.321661,0.28857398862833117,1177.9783121744792,3.157967714489334e-17,0.010069680533393697,0.023813845279752662,0.9999838283451279,-445.317128499349,1.0,2.463645903320864,15.620286,450
-0.764769143864096,0.0015191502286438592,2.677003,0.03139495,40,-0.18916765,0.1426748218131464,2.25,-0.0009174756,-2.2194875100085487,0.40836254,103.17930210698054,0.044481451161979324,0.6861884783795025,0.023150611430232344,-2.3446295,0.2719546223661455,10.001302172003646,-1.6601465788787386e-17,0.02038400601277354,0.022277597328221457,0.9999893882444945,-10.874969880573973,1.0,2.7417158412114864,15.617315,428
-0.6240359057324414,0.0013087274185132414,2.392785,0.02553907,60,-0.37440476,0.2834019951837433,3.375,0.0049505318,-2.4732314429150066,0.43463054,107.03599753377186,0.8931516210427376,0.8831080308339386,0.03521484673617716,-2.2883525,0.2946672636893645,176.84913635253906,1.7291969233099783e-16,0.025597047522799322,0.020438860540186902,0.9999905364528237,-187.77632395426434,1.0,2.402012845564991,15.615844,452
-1.0155618939793256,4.372165229322925e-05,2.5917766,0.016030021,80,-0.08649646,0.38113570556414744,5.0625,-0.00084204104,-2.4743978992253672,0.41513807,106.0392499123491,1.4527139136212674,0.7442171942438692,0.026580423917760984,-3.2455273,0.2812354546501947,460.0772603352865,-3.9387069609761654e-17,0.016476839575477988,0.019749012368465876,0.9999906023843045,-82.7300516764323,1.0,3.1634001768040534,15.614336,451
0.08845156619776862,-0.0012233835483530075,2.602995,0.01991316,100,-0.14483277,0.5643113863673948,7.59375,-0.0010031583,-2.3456619298975343,0.43849882,109.46042664082879,0.0777832613806367,0.7160777923010206,0.028444722742204952,-2.2989872,0.2889880437256596,14.460079967340615,1.5247698192276828e-17,0.012515098658889954,0.020442950612482184,0.9999863734228743,-22.389516593648192,1.0,3.2881973400681166,15.615905,466
0.020295940418640357,0.004448253264485406,2.515236,0.019420922,120,-0.29289737,0.5230338438291947,11.390625,0.008605333,-2.773249039274697,0.4321103,106.95091968115807,9.354509675227998,0.7160301697491445,0.025870896491535313,-2.31108,0.28133534589095843,662.5610860188802,-2.3579958045136068e-17,0.013141170830799447,0.00813274416817082,0.999986133048691,-493.61907958984375,1.0,3.583540371015897,15.617153,452
0.33990687004586506,-0.0023211054018739074,2.4377804,0.019834166,140,-2.1021042,0.6332561600635125,17.0859375,-0.00043704,-2.6370615193446345,0.43117782,113.30281709557235,0.0813774709292532,0.7298094823893411,0.030684198910630706,-2.2680218,0.29990946268558244,21.21472386200374,2.1930331350620375e-17,0.01174478799755651,0.014357436667018404,0.9999851016479978,-18.259929166908904,1.0,3.7782913696388998,15.614373,486
0.40297683874825296,0.0006732909811793842,2.244372,0.01652581,160,-25.637167,0.6807924386160373,25.62890625,0.0020136442,-2.539535903866227,0.41967475,112.79897704904783,0.06500531726235077,0.8166969090528959,0.030054963306201537,-2.315286,0.29821287708662164,14.452780734646595,-4.4971059225322796e-17,0.009613607959358781,0.022404647271559337,0.9999836203655584,-13.285840232173703,1.0,5.469398139891963,15.611758,474
0.4043165559232572,0.0020635610064066974,2.5905845,0.015168866,180,-398.89273,0.6415861455280675,35.0,0.012126712,-2.4230364647625207,0.4269624,117.23559353302281,0.07545777636346995,0.8253213428000578,0.03551702509668132,-2.573045,0.315003793681562,10.660960384752974,6.736682624472008e-17,0.01317964228046363,0.009440274806139728,0.9999847617449102,-13.956682615429338,0.6666666666666666,5.386304647970627,15.611283,501
0.40772084814702636,0.0008105293454047879,2.663391,0.0138239395,200,-4.81222,0.6547410236806852,35.0,0.0037784546,-2.2341208970297775,0.43443775,113.38498270554763,0.06264817591685261,0.9474506632979207,0.03700486940960471,-3.0521715,0.3101516947038108,12.527264547447952,0.0,0.012801443450728105,0.023564833874371333,0.999985130105148,-11.929196010538256,0.4444444444444444,4.246344077864533,15.60335,477
