_std_adv,_min_obs,_max_obs,_min_discrew,_mean_obs,_std_discrew,ExplainedVarNew,_std_act,ExplainedVarOld,Steps,_mean_discrew,Beta,_lr_multiplier,_max_act,_mean_act,_std_obs,_max_discrew,_min_adv,_MeanReward,_min_act,PolicyEntropy,_mean_adv,ValFuncLoss,_max_adv,_Episode,PolicyLoss,KL
0.9999920131033453,-1740.88134765625,1167.7297973632812,0.014231516890396369,-0.008276190396115025,0.03526994685629379,-1.1170113748210562,0.4175366,-1.3988901498444926,477,0.30883922034656436,1.5,1.0,2.41955,-0.009944583,72.22492232887448,0.864680761552995,-3.074900409767873,112.98478514770443,-2.2774343,15.623627,9.682448181217298e-17,0.12501891079442615,2.180261693017066,20,-0.28102952,0.033917893
0.9999918911871256,-279.7966766357422,589.7437032063802,0.01966769898078952,0.005362270133843072,0.02431451859366355,-0.7573859121176671,0.4137443,-1.9167003913759086,426,0.2692718305369993,2.25,1.0,2.5393455,0.0012653313,7.440945190409788,0.6441371968915302,-3.8717174602480484,101.30419398900202,-2.7895732,15.624379,6.359023896914043e-17,0.06105211375426091,2.756186013274446,40,-0.1610511,0.013450354
0.9999917453937921,-25.578199858980064,26.757561182900506,0.01259550584745197,0.00091724535945033,0.023936232388255395,-0.5884004173363286,0.4014356,-1.5685690403441455,430,0.2713332896811682,3.375,1.0,2.1826425,0.004302511,0.0855072177271025,0.6659321823098071,-3.0129700083694715,102.52778831025599,-2.4719377,15.6245575,-2.2720843294654366e-17,0.05075540886395315,4.272156213237215,60,-2.6616678,0.027820911
0.9999915482173012,-22.9557493521224,25.578157996649352,0.020993191635549878,0.0008681800832324363,0.02882524145851616,0.022391629046601635,0.40143993,-1.139212625434097,438,0.28689154171754117,5.0625,1.0,2.569089,0.0049751634,0.08313958246311737,0.7708170314919479,-4.109189823999137,105.85588763121807,-2.1518133,15.62096,-3.2444873779000007e-17,0.04366004312016164,4.622274529838667,80,-0.17007463,0.012201044
0.9999900857410807,-21.526915536822187,14.572169395477708,0.023005835339030736,0.0011021534228436004,0.025855855574508695,0.1835754919917464,0.4139952,-0.6833202213682459,402,0.26235824506305205,7.59375,1.0,2.4486203,-0.00056612975,0.07524011812546101,0.7624575817973882,-2.892482230666715,96.60693489291415,-2.3875566,15.614283,-1.3256394323882466e-17,0.023498926197026482,5.672216355508873,100,-66.82357,0.023032423
0.9999871996333064,-24.06424185295322,17.438120610764553,0.019098472799414876,0.00012112215921844542,0.026350202736314467,0.45560114810608465,0.42444882,0.00969835572671729,437,0.2764168984821834,11.390625,1.0,2.3934002,0.015671093,0.06584463956155148,0.7228129116202145,-3.213461853697159,103.95982424360382,-2.4074576,15.600208,0.0,0.017307087085607766,4.515823040550771,120,-1.4750804,0.014851528
0.9999858391233502,-8.345300991575817,4.8343753746298885,0.021877170399965576,-0.0006141500851451913,0.020850104800873664,0.44870203672984,0.4078339,-0.06617564069780624,390,0.24934507278141266,17.0859375,1.0,2.1220663,0.009145101,0.04703075808578721,0.6912953741403635,-2.968043604156751,93.55889639336944,-2.3329031,15.583281,4.554761126667309e-18,0.011647058860844444,2.803826262052132,140,-0.17926984,0.012026799
0.9999854800201518,-19.462329941905317,32.05452661152817,0.014124380913749084,0.00402685992164423,0.036164675254978525,0.6418460414431824,0.42484587,0.27069982787437274,460,0.3066361959696806,25.62890625,1.0,2.9782438,0.015116005,0.10479893329046648,0.9091274192631374,-2.307211160282021,111.40321122948185,-2.6131415,15.579139,-3.8616453030440226e-17,0.013536841033157438,2.9679843656683063,160,-20.57098,0.022351163
0.9999841761412137,-16.300800325456176,23.94459883371989,0.020342450465902235,0.0014708354139379416,0.023651143835556755,0.6466520925393618,0.4194987,0.2793836718868311,411,0.2620478409855304,35.0,0.6666666666666666,2.8921788,0.0140790045,0.06714481628376444,0.7042243994292391,-3.114640384565949,98.16652261278207,-2.3330536,15.578137,3.457628884477373e-17,0.008358049438429247,5.00371438543354,180,-0.07530179,0.013796934
0.9999881920386197,-39.67189655472269,19.34131076647869,0.021631731615781576,0.0024955538308651863,0.042353109627074566,0.6432910961891138,0.43336004,0.07721719921844905,470,0.3181737570472344,35.0,0.4444444444444444,2.3686013,0.012995388,0.09182625344945976,1.0176518922957487,-2.403974595681632,113.31621349178417,-2.8058155,15.566118,0.0,0.015474211683886215,9.371300566014577,200,-36.194736,0.015481346
